Weapon,78,description,"A demonic sword afflicted by a curse.
Its sharpness is such that it hardly inflicts pain on its prey."
Weapon,79,name,Masamune
Weapon,79,description,"Anyone could see this is the real deal at a glance.
Also knows as the Gauntlet Cutter."
Weapon,80,name,Mythril Blade
Weapon,80,description,"A sword forged with metal thought to be lost to time.
Its lightness alleviates the burden on its wielder."
Weapon,81,name,Vajra Blade
Weapon,81,description,"A blade forged with exceedingly hard metal.
Despite its weight, it possesses the power of earth."
Weapon,82,name,Schwarzloewe
Weapon,82,description,"A sword bearing the name ""Black Lion.""
Its blade carries as much majesty as it does splendor."
Weapon,83,name,Fujin
Weapon,83,description,"A sword named after the God of the Wind.
Its mighty power gives its blade a green sheen."
Weapon,84,name,Shiden
Weapon,84,description,"A sharp sword blessed with the power of thunder.
Its speed and sharpness are akin to lightning itself."
Weapon,85,name,Daikon
Weapon,85,description,"A daikon you could slice, but could just as easily 
slice you. Careful when handling this radish!"
Weapon,86,name,Susanoo
Weapon,86,description,"A sword bearing the name of an old mythical god.
The past repeats itself in a cycle of errors."
Weapon,87,name,Divine Sword Susanoo
Weapon,87,description,"A sword bearing the name of an old mythical god.
Has the power to finally sever the cycle of errors."
Weapon,88,name,Mercenary Rifle
Weapon,88,description,"A standard rifle. Its stable performance makes
it a preferred weapon of mercenaries"
Weapon,89,name,Thunder Barrel
Weapon,89,description,"A gun with the power of lightning.
Bullets shot by this gun hit like lightning strikes."
Weapon,90,name,Yatagarasu
Weapon,90,description,"A gun said to invite the soul of a lost warrior to the 
kingdom of God. Three legs is engraved on it."
Weapon,91,name,Trench Gun
Weapon,91,description,"Standard issue army gun.
Improved for close quarters trench warfare."
Weapon,92,name,Fomalhaut
Weapon,92,description,"A gun with the name ""Whale’s Mouth.""
Its bullets pierce enemies with the power of water."
Weapon,93,name,Artisan Barrel
Weapon,93,description,"A gun carefully crafted by craftsmen.
Its quality is artisanal."
Weapon,94,name,Chronos
Weapon,94,description,"A gun bearing the name of a god of the earth.
Its bullets hit has hard as a giant’s step."
Weapon,95,name,Sa‘d Al-Su‘ud
Weapon,95,description,"A gun with the name ""luck of lucks.""
You might have hapiness, but it’s up to you to claim it."
Weapon,96,name,Snake Gunner
Weapon,96,description,"A gun with a bayonet akin to a snake’s fangs.
It can hook in its foes just as well as it can cut them down."
Weapon,97,name,Al Nasrain
Weapon,97,description,"A gun with the name ""two eagles.""
This bayonet is created in an eagle’s image."
Weapon,98,name,Dilgan
Weapon,98,description,"A gun bearing the name of a once worshipped star.
It is said to give hope to its bearers."
Weapon,99,name,Apus
Weapon,99,description,"A gun with the name ""bird of paradise."" It’s said that a bird 
wrapped in wind enhances the magic power of its owner."
Weapon,100,name,Phosporos
Weapon,100,description,"A gun with the name ""light bringer.""
It brings light to those who have fallen in darkness."
Weapon,101,name,Cor Scorpio
Weapon,101,description,"A gun with the name ""scorpion’s heart.""
Its bullets can precisely capture the target’s heart."
Weapon,102,name,Alnair
Weapon,102,description,"A gun with the name ""the bright one.""
Its barrel shines brightly and blesses its bearer."
Weapon,103,name,Stribog
Weapon,103,description,"A gun bearing the name of a god of wind. Its blow 
becomes a raging gale before hitting its mark."
Weapon,104,name,Mythril Barrel
Weapon,104,description,"A gun wrought from ""lost metal.""
Its bullets tear the sky and its bayonet breaks rocks."
Weapon,105,name,Sirius
Weapon,105,description,"A gun with the name ""scorching.""
All things hit by its bullets will be consumed by fire."
Weapon,106,name,Ainalhai
Weapon,106,description,"A gun with the name ""serpent’s eye."" Those who 
face the serpent’s gaze are reduced to frogs."
Weapon,107,name,Mirzam
Weapon,107,description,"A gun with the name of ""herald.""
Opponents will be condemned to perdition."
Weapon,108,name,Cor Leonis
Weapon,108,description,"A gun with the name ""lion’s heart.""
Its bullets can strike down a lion with a single blow."
Weapon,109,name,Ra’s Al Ghul
Weapon,109,description,"A dark gun with the name ""devil’s head.""
Its red, gleaming barrel always seems to thirst for blood."
Weapon,110,name,Bamboo Broom
Weapon,110,description,"A broom of bundled bamboo twigs around a 
bamboo trunk handle. Sweep away the enemy. ♪"
Weapon,111,name,Hades
Weapon,111,description,"A gun with the name of the god of the underworld.
Its bullets call the enemy into the darkness."
Weapon,112,name,Godly Rifle Hades
Weapon,112,description,"A gun with the name of the god of the underworld.
Anyone who confronts it will be called to hell."
Weapon,113,name,Church-Issued Dagger
Weapon,113,description,"A dagger primarily used by the Church.
Reputed for being both simple and easy to handle."
Weapon,114,name,Protector Knife
Weapon,114,description,"A knife conceived for self defense purposes.
Its offensive and defensive abilities are well-balanced."
Weapon,115,name,Wind Dagger
Weapon,115,description,"A dagger blessed with the power of Wind.
The physical power is low, but the magical power is high."
Weapon,116,name,Survival Knife
Weapon,116,description,"A large knife made with survival in mind.
Possesses both great sharpness and strength."
Weapon,117,name,Exorcism Blade
Weapon,117,description,"A knife with the ability to repel demons.
Begone evil ones! Feel this power and meet your doom!"
Weapon,118,name,Modern Knife
Weapon,118,description,"Sharpness, blade weight, ease of use, and much more!
This knife has been optimised in every possible way!"
Weapon,119,name,Coral Dagger
Weapon,119,description,"This coral knife has been blessed with water protection.
The soul of a Garam smith has been poured into this item."
Weapon,120,name,Guard Shotel
Weapon,120,description,"A dagger designed to attack past shields.
Now improved to deflect incoming attacks."
Weapon,121,name,Jewel Dagger
Weapon,121,description,"Double-edged dagger.
The embedded gems are rare and come from Garpos."
Weapon,122,name,Burning Edge
Weapon,122,description,"A knife with the power of fire.
The blade is just like a burning flame."
Weapon,123,name,Ground Buster
Weapon,123,description,"A knife with the power of the earth.
It is said to be strong enough to shake the earth."
Weapon,124,name,Zwei Edge
Weapon,124,description,"A knife with separate but equally sharp edges.
A bit tricky to utilize, but makes up for it in power."
Weapon,125,name,Divine Knife
Weapon,125,description,"A knife with a sacred atmosphere surrounding it.
Its appearance is the embodiment of Faith itself."
Weapon,126,name,Orochi
Weapon,126,description,"A curved serpentine dagger.
It hides an ominous power of darkness."
Weapon,127,name,Azoth
Weapon,127,description,"A knife surrounded by many mysteries.
Is solving its secrets the ""End"" or rather the ""Beginning?"""
Weapon,128,name,Mythril Dagger
Weapon,128,description,"A dagger made of metal thought to be lost to time.
Legend says if you swing it, it will rend the earth itself."
Weapon,129,name,Caladbolg
Weapon,129,description,"Known as ""Solid Lightning"", legends claim that it 
severed the peaks of three mountains in one slash."
Weapon,130,name,Ruby Eye
Weapon,130,description,"A red dagger which houses the power of fire.
Its shape is reminiscent of an eye."
Weapon,131,name,Thrones Dagger
Weapon,131,description,"A knife bearing the name of the ""Thrones.""
Its aura of purity mesmerizes the living."
Weapon,132,name,Marduk
Weapon,132,description,"A knife named after a god of magic and wisdom.
It has a power similar to an ocean’s temperament."
Weapon,133,name,Claiomh Solais
Weapon,133,description,"A knife blessed with the power of light.
Also known as the ""Unrivaled Sword."""
Weapon,134,name,Oden
Weapon,134,description,"A piping hot Oden soaked in many flavors. Make 
sure not to swing too hard or some might fall off!"
Weapon,135,name,Israfil
Weapon,135,description,"A knife said to signal the coming of the Last
Judgement. Let the sinful be judged fairly."
Weapon,136,name,Israfil the Bright Sword
Weapon,136,description,"A knife which guides lost souls to the Light.
It houses the Light of Salvation that shines on all."
Weapon,137,name,Leather Gloves
Weapon,137,description,"Gloves made of leather. It softens the impact on the fist.
Allows one to fight better than with just their bare hands."
Weapon,138,name,Battle Gloves
Weapon,138,description,"Gloves specifically designed for combat.
The shock absorption for the fists is excellent."
Weapon,139,name,Flame Gauntlets
Weapon,139,description,"Gauntlets with the power of Fire.
Their claws are red just like a blazing flame."
Weapon,140,name,Blade Knuckles
Weapon,140,description,"Knuckles built to imitate a blade.
A versatile weapon that allows one to cut while striking."
Weapon,141,name,Power Knuckles
Weapon,141,description,"Gloves that specialize in offensive abilities.
It is said to fill its user with power when worn."
Weapon,142,name,Jellied Sapphires
Weapon,142,description,"Knuckles with an ice-cold blue coloration.
They are blessed with the power of Water."
Weapon,143,name,Mole Claws
Weapon,143,description,"Claws shaped exactly like a moles.
And no, they aren’t drills, so don’t make that mistake."
Weapon,144,name,Jamdhar
Weapon,144,description,"Specially shaped daggers optimized for stabbing.
Easy to put strength behind each blow and pierce armor."
Weapon,145,name,Raijin Gauntlets
Weapon,145,description,"Gauntlets bearing the name of Raijin.
Thanks to their electric powers they always emit lightning."
Weapon,146,name,Silver Knuckles
Weapon,146,description,"Knuckles forged in silver.
Their blows would crush even demons."
Weapon,147,name,Angel Arms
Weapon,147,description,"Gauntlets said to be blessed by angels. 
It greatly enhances its bearer’s magic power."
Weapon,148,name,Kaiser Fists
Weapon,148,description,"A weapon that makes you feel dignified and powerful.
It is favored by those who stand far above the people."
Weapon,149,name,Drill Arms
Weapon,149,description,"Their appearance showcases great perserverance.
A weapon that embodies romance and heroism."
Weapon,150,name,Blazing Roar
Weapon,150,description,"Gauntlets with the power of fire. Their fiery 
coloration is due to the might of their power."
Weapon,151,name,Thor Hammers
Weapon,151,description,"A weapon named after one of Raijin’s very own.
Its bearer shall earn the blessing of thunder itself."
Weapon,152,name,Giant Fists
Weapon,152,description,"Gauntlets as big as a giant’s fists.
Honestly they look more like spiky iron balls, but..."
Weapon,153,name,Mythril Arms
Weapon,153,description,"Gauntlets made of metal thought to be lost to time.
Legend claims their strength could rend even boulders."
Weapon,154,name,Demon’s Arms
Weapon,154,description,"Devil’s fists that grab the very soul of their foes.
The power of darkness itself lurks deep within."
Weapon,155,name,Dragon Fangs
Weapon,155,description,"Gauntlets made by processing dragon fangs.
They have the power to pierce through anything."
Weapon,156,name,Windmill
Weapon,156,description,"Knuckle blades bearing the name ""windmill"".
Within their serene appearance lies a mighty gale."
Weapon,157,name,Titan Fists
Weapon,157,description,"Gauntlets in the image of the fists of the giants’ tribe.
The earth powers within allow them to shake the ground."
Weapon,158,name,Paw Pad Knuckles
Weapon,158,description,"Knuckles with enthralling paw pads.
Just looking at them makes you want to squish..."
Weapon,159,name,Rudra
Weapon,159,description,"Gauntlets that bear the name of a storm god.
A strike from these fists bring forth a mighty storm."
Weapon,160,name,Roaring Fists Rudra
Weapon,160,description,"Gauntlets that bear the name of a storm god.
Its strikes pierce the heavens with a mighty roar."
Weapon,161,name,Odigo Desmos
Weapon,161,description,"A book written in strange and mysterious characters.
Otherwordly traditions and musings are found within."
Weapon,162,name,The King in Yellow
Weapon,162,description,"A book about a certain king who wore a yellow robe.
It is said bring all who read it to madness."
Weapon,163,name,Celaeno Fragments
Weapon,163,description,"A spellbook adorned with ancient designs.
Filled with arcane knowledge on evil summonings."
Weapon,164,name,Burning Blood
Weapon,164,description,"A collection of research on spontaneous human
combustion. Only a few know the hidden truth."
Weapon,165,name,The Golden Bough
Weapon,165,description,"A book filled with all kinds of magic and incantations.
Historical records and oral traditions are compiled within."
Weapon,166,name,Tetrabiblios
Weapon,166,description,"A book centered around astrology.
It’s said that this work was the basis for all of astrology."
Weapon,167,name,R’lyeh Text
Weapon,167,description,"A book about an evil being from the depths of the sea.
The sounds of water can be heard from... somewhere."
Weapon,168,name,Song of Gaia
Weapon,168,description,"A record of songs passed down through time.
Songs that take one’s life in return of good harvest."
Weapon,169,name,Zohar
Weapon,169,description,"A book of sacraments that brings one closer to the 
gods. Its radiant light shields its owner from disaster. "
Weapon,170,name,Lemegeton
Weapon,170,description,"A spellbook detailing the traits and summoning methods
for various monsters. 5 volumes are compiled within."
Weapon,171,name,Storm Bringer
Weapon,171,description,"A grimoire said to call storms and calamities.
Known to take many forms throughout history."
Weapon,172,name,People of the Monolith
Weapon,172,description,"A collection of poems with a faded red cover.
Enthralls its readers within the world of nightmares."
Weapon,173,name,Der Hexenhammer
Weapon,173,description,"A book which records demons and witches.
It is said to give a shock akin to a lightning strike."
Weapon,174,name,Cat-alogue
Weapon,174,description,"A picture book with an adorable cat on its cover.
It thoroughly records all of a cat’s virtuous traits."
Weapon,175,name,Book of the Dead
Weapon,175,description,"A book thought to have been buried alongside the dead.
It describes the flow of dead souls to the Netherworld."
Weapon,176,name,Messa da Requiem
Weapon,176,description,"A book hiding a spell within the confines of a play.
This esoteric musical is impossible to even perform."
Weapon,177,name,Liber Legis
Weapon,177,description,"A book about the people of a faraway world.
This ancient work has long been left incomplete."
Weapon,178,name,Seven Cryptical Books of Hsan
Weapon,178,description,"A collection of arcane books pertaining to the Old Ones.
Word of its contents have reached beyond this world."
Weapon,179,name,Aquadingen
Weapon,179,description,"A study that claims to lead to the Temple of Water.
It is written in an incomprehensible manner."
Weapon,180,name,Book of Muse
Weapon,180,description,"A book about the way of life of the Muse Clan.
A must-read if you want to get along with them!"
Weapon,181,name,True Magick
Weapon,181,description,"A book that explains the truth behind magic.
The ultimate spellbook that every magician craves."
Weapon,182,name,G’harne Fragments
Weapon,182,description,"A spellbook about the city from the depths.
It also makes multiple allusions to the lost world."
Weapon,183,name,Necronomicon
Weapon,183,description,Shut up! It summons Cthulhu.
Weapon,184,name,N.G.
Weapon,184,description,"It might be written in an otherworldy alphabet,
but it seems to be a book that spreads joy."
Weapon,185,name,Asclepius
Weapon,185,description,"A grimoire disguised as a medical book. Said to 
be indecipherable, no one alive can read it."
Weapon,186,name,True Book Asclepius
Weapon,186,description,"A grimoire disguised as a medical book. It is said 
to hold power that could even revive the dead."
Weapon,187,name,Pilum Muralis
Weapon,187,description,"Twin spears designed for both throwing and
stabbing. Relatively light and easy to wield."
Weapon,188,name,Thundertooth
Weapon,188,description,"A spear made from the fangs of a thunder beast.
The blade is always charged with electricity."
Weapon,189,name,Gusty Spear
Weapon,189,description,"A spear that holds the power of the wind.
Every single strike feels like raging winds,"
Weapon,190,name,Ritual Spear
Weapon,190,description,"A ceremonial spear designed by a certain tribe.
A suspicious pattern has been drawn on the blade."
Weapon,191,name,Gae Dearg
Weapon,191,description,"It bears the name ""Crimson Spear"".
It is said to confer various gifts to its wielders."
Weapon,192,name,Rune Spear
Weapon,192,description,"A spear enhanced by means of an arcane rite.
Its material makes it surprisingly light and easy to wield."
Weapon,193,name,Earth Glaive
Weapon,193,description,"A glaive which holds the power of earth.
Its blade is tough and can block enemy attacks."
Weapon,194,name,Crimson Spear
Weapon,194,description,"A spear that is as bright and red as a burning flame.
Every blow to the opponent seems to be engulfed in fire."
Weapon,195,name,Hasta’s Spear
Weapon,195,description,"A spear gifted by Hasta as a token of gratitude.
""Yesterday’s enemy is today’s enemy. Farewell."""
Weapon,196,name,Diabolos
Weapon,196,description,"A magical spear bearing the name of the Devil.
Its overwhelming power will bring harm even to its owner."
Weapon,197,name,Brionac
Weapon,197,description,"A divine glaive said to bring absolute victory.
Nothing in this world is impenetrable by this spear."
Weapon,198,name,Mythril Lance
Weapon,198,description,"A spear made of metal thought to be lost to time.
Every one of its strikes could cut clean through anything."
Weapon,199,name,Jupiter
Weapon,199,description,"A spear bearing the name of a thunder god.
Its blade is always imbued with lightning."
Weapon,200,name,Anahita
Weapon,200,description,"A divine spear name after a goddess of purity.
Characterized by its brilliant azure blade."
Weapon,201,name,Bahamut’s Tear
Weapon,201,description,"Said to have come from a giant dragon’s carcass.
No ordinary person could wield its massive weight."
