811607D0,レコード
811608F4,：
811608F8,.
811608FC,？？？？
8116090C,総合記録
8116091C,キャラクター使用回数
8116093C,%s
81160940,☆
81160944,クリアセーブ
811609D8,はい
811609E0,いいえ
811609EC,クリアセーブ
81160A00,終了
81160A0C,"クリア情報が保存されていませんが
よろしいですか？"
81160A58,
81160A5C,買う
81160A64,交換
81160A6C,売る
81160A74,装備
81160A7C,店を出る
81160A8C,ガルド
81160A98,グレード
81160AA8,合計
81160AB0,物攻
81160AB8,術攻
81160AC0,物防
81160AC8,術防
81160AD0,はい
81160AD8,いいえ
81160AE4,売却しますか？
81160AFC,購入しますか？
81160B14,交換しますか？
81160BC0,武器
81160BC8,体
81160BCC,頭
81160BD0,装飾
81160BD8,称号
81160BE0,ステータス
81160C2C,あらすじ
81160C68,スタイル
81160C78,称号により封印されています
81160CA0,ＡＰが足りません
81160CBC,このアビリティを習得しますか？
81160CEC,所持AP
81160CF8,Ｇボーナス
81160D08,ＨＰ＋
81160D14,ＴＰ＋
81160D20,物攻＋
81160D2C,術攻＋
81160D38,物防＋
81160D44,術防＋
81160D50,－－－－－
81160D60,はい
81160D68,いいえ
81160D78,"秘奥義が解禁されていないため
「スペシャル」は設定できません"
81160DD4,"「%s」が
解除されますがよろしいですか？"
81160E10,HP
81160E14,TP
81160E18,物攻
81160E20,術攻
81160E28,物防
81160E30,術防
81160E38,キャパシティ
81160E4C,はい
81160E54,いいえ
81160E60,ＡＬＬ
81160E6C,攻撃系
81160E78,防御系
81160E84,補助系
81160E90,ＯＶＬ系
81160EA0,パラメータ系
81160EB4,発動中
81160EC0,引き継ぎショップ
81160EDC,グレード
81160EEC,合計
81160EF4,はい
81160EFC,いいえ
81160F3C,タイトルに戻りますか？
81160F60,"この状態でゲームを開始します
よろしいですか？"
81160FA4,"ゲームプレイ中に周回プレイを開始したい場合は、
「ミュース族の里」からも
開始することができます。"
81161034,"現在のＧＲＡＤＥを使用して
様々な条件でゲームを開始することができます。
今回使用したＧＲＡＤＥは、次回クリア時に戻ってきます。
新しくゲームを開始しますか？
※「いいえ」を選択すると
直前の状態でゲームを再開できます"
81161174,メインパーティー
81161190,サブパーティー
811611A8,セーブ
811611B4,ロード
811611C0,コンフィグ
811611DC,モンスター図鑑
811611F4,あらすじ
81161204,バトルブック
81161218,レコード
81161228,作戦
81161230,隊列
81161238,術技
81161240,アイテム
81161250,装備
81161258,スタイル
81161268,レイヴ
81161274,戦闘設定
81161284,料理
8116128C,ステータス
8116129C,ライブラリ
811612AC,システム
811612C0,説明切替
811612D0,物攻     %
811612E0,物防     %
811612F0,術攻     %
81161300,術防     %
81161310,耐性
81161318,物攻
81161320,物防
81161328,術攻
81161330,術防
81161338,属性
811613D0,空中可
811613DC,カウント
811613EC,消費TP
811613F8,料理Lv
81161404,アビリティ付加
81161444,コスト
81161450,必要AP
8115D298,敵を撃破した
8115D2AC,ボスを撃破した
8115D2C4,弱点属性で攻撃した
8115D2E0,空中で敵を攻撃
8115D2F8,空中で敵を撃破した
8115D314,10秒以内に勝利
8115D32C,20秒以内に勝利
8115D344,30秒以内に勝利
8115D35C,ダメージを受けなかった
8115D380,アイテムを使用しなかった
8115D3A8,攻撃をガードした
8115D3C4,術攻撃をマジックガードした
8115D3EC,ガードカウンターを発動した
8115D414,術詠唱を止めた
8115D42C,10Hitコンボを達成した
8115D44C,20Hitコンボを達成した
8115D46C,30Hitコンボを達成した
8115D48C,40Hitコンボを達成した
8115D4AC,50Hitコンボを達成した
8115D4CC,60Hitコンボを達成した
8115D4EC,70Hitコンボを達成した
8115D50C,80Hitコンボを達成した
8115D52C,90Hitコンボを達成した
8115D54C,100Hitコンボを達成した
8115D56C,250Hitコンボを達成した
8115D58C,500Hitコンボを達成した
8115D5AC,750Hitコンボを達成した
8115D5CC,765Hitコンボを達成した
8115D5EC,999Hitコンボを達成した
8115D60C,秘奥義を発動した
8115D628,戦闘不能になった
8115D644,耐性属性で攻撃した
8115D660,戦闘終了時に状態異常だった
8115F660,メッセージ速度
8115F678,自動メッセージ送り
8115F694,難易度
8115F6A0,戦闘カメラ
8115F6B0,戦闘開始演出
8115F6C4,キー設定
8115F6D4,左右カメラ操作
8115F6EC,字幕
8115F6F4,ＢＧＭ音量
8115F704,ＳＥ音量
8115F714,ボイス音量
8115F724,ムービー音量
8115F738,メッセージ速度を設定します
8115F760,自動メッセージ送りの有無を設定します
8115F798,戦闘の難易度を設定します
8115F7C0,戦闘カメラの距離を設定します
8115F7EC,戦闘開始演出の有無を設定します
8115F81C,戦闘でのボタン操作を設定します
8115F84C,フィールドでの左右のカメラ操作を設定します
8115F88C,ムービーの字幕表示を設定します
8115F8BC,ＢＧＭ音量を設定します
8115F8E0,ＳＥ音量を設定します
8115F900,ボイス音量を設定します
8115F924,ムービー音量を設定します
8115FD20,ID順
8115FD28,50音順
8115FD34,物攻順
8115FD40,術攻順
8115FD4C,物防順
8115FD58,術防順
8115FE50,ID順
8115FE58,50音順
8115FE64,物攻順
8115FE70,術攻順
8115FE7C,物防順
8115FE88,術防順
8116014C,LV.
81160150,HP
81160154,EXP
81160158,GALD
81160160,AP
81160164,耐性
8116016C,落とすアイテム
81160184,盗めるアイテム
8116019C,％
811601A0,NO.
811601A4,登録率
811601B0,無制限
811601BC,盛大
811601C4,適度
811601CC,節約
811601D4,消費しない
811601E4,秘奥義LV4
811601F4,秘奥義LV3
81160204,秘奥義LV2
81160214,秘奥義LV1
81160224,秘奥義を使う
81160238,OVLだけ使う
81160248,使わない
81160258,火属性
81160264,水属性
81160270,地属性
8116027C,風属性
81160288,雷属性
81160294,光属性
811602A0,闇属性
811607E0,総プレイ時間
811607F4,最短クリア時間
8116080C,最大所持ガルド
81160824,最大所持グレード
81160840,使用ガルド
81160850,エンカウント数
81160868,倒した敵の数
8116087C,最大ヒット数
81160890,最大ダメージ
811608A4,最大獲得グレード
811608C0,レイヴLv.4総時間
811608D8,レイヴLv.4最大時間
81160B50,物攻
81160B58,術攻
81160B60,物防
81160B68,術防
81160B70,幸運
81160B78,経験値
81160B84,料理ＬＶ
81160B94,属性
81160B9C,耐性
81160BA4,状態耐性
81160BB4,？？？
