9,text,0,
9,text,1,が表示されている間に
9,text,2,再びメニューを開き
9,text,3,「逃走解除」を選択すると
9,text,4,{blue}逃走{white}を中止することができます。
10,title,,ターゲットの切り替え
10,text,0,{remap_l2}を押すと操作キャラクターの
10,text,1,一番近くの敵に、{blue}ターゲット{white}が
10,text,2,切り替わります。
10,text,3,連続で{remap_l2}を押すことで順番に
10,text,4,ターゲットを切り替えられます。
10,text,5,しばらく{remap_l2}を押し続けると
10,text,6,ターゲットの状態表示モードに入り
10,text,7,ここではdpad_duで自由に
10,text,8,{blue}ターゲット{white}を選択できます。
11,title,,技連携１
11,text,0,{remap_circle}によって繰り出す通常攻撃を
11,text,1,続けて出すことで
11,text,2,攻撃を途切れさせずに
11,text,3,連続攻撃を行うことができます。
11,text,4,　
11,text,5,これを{blue}技連携{white}と呼びます。
11,text,6,　
11,text,7,dpadと{remap_circle}の組み合わせで
11,text,8,色々な{blue}技連携{white}が可能となります。
12,title,,技連携２
12,text,0,{remap_circle}で行う通常攻撃のあとに
12,text,1,{remap_cross}で行う{blue}特技{white}を繰り出すことで
12,text,2,攻撃による隙をなくし
12,text,3,連続攻撃で{blue}特技{white}を行えます。
12,text,4,　
12,text,5,通常攻撃から{blue}特技{white}の流れを
12,text,6,{blue}技連携{white}に組み込むと
12,text,7,効果的にダメージを与えられます。
13,title,,技連携３
13,text,0,{blue}特技{white}は上位の{blue}術技{white}である
13,text,1,{blue}秘技{white}と{blue}奥義{white}に繋げることができます。
13,text,2,　
13,text,3,通常攻撃→特技→秘技→奥義の
13,text,4,流れにより、更に強力で
13,text,5,幅のある{blue}技連携{white}ができます。
14,title,,エンカウント１
14,text,0,フィールドやダンジョンを
14,text,1,移動していると一定の確率で
14,text,2,戦闘に移行します。
14,text,3,　
14,text,4,フィールド上の森やダンジョンの
14,text,5,一部ではエンカウント率が
14,text,6,上がるので気をつけましょう。
15,title,,エンカウント２
15,text,0,稀に隊列に関係なく、
15,text,1,敵に囲まれた状態で
15,text,2,戦闘に移行する場合があります。
15,text,3,　
15,text,4,これを{blue}サプライズエンカウント{white}
15,text,5,と呼びます。
16,title,,ミッション
16,text,0,エンカウント時に
16,text,1,特定の敵グループで{blue}ミッション{white}が
16,text,2,発生することがあります。
16,text,3,　
16,text,4,提示された{blue}ミッション{white}を達成すると
16,text,5,報酬として通常より多い経験値や
16,text,6,ガルド、特殊なアイテムなどが
16,text,7,獲得できます。
17,title,,状態異常・状態変化１
17,text,0,戦闘中、敵の攻撃や、術などで
17,text,1,キャラクターに様々な
17,text,2,{blue}状態異常・状態変化{white}が起きます。
17,text,3,戦闘後に全ての効果が回復します。
17,text,4,　
17,text,5,状態異常は、毒や麻痺など
17,text,6,不利になる効果を表します。
17,text,7,状態変化は、攻撃力の上下など
17,text,8,パラメータの変動を表します。
18,title,,状態異常・状態変化２
18,text,0,不利になる{blue}状態異常・状態変化{white}を
18,text,1,回復せずに戦闘を続けるのは
18,text,2,危険です。
18,text,3,{blue}アイテム{white}や{blue}術{white}で回復しましょう。
18,text,4,　
18,text,5,{blue}状態異常・状態変化{white}の内容により
18,text,6,回復させるための{blue}アイテム{white}や
18,text,7,{blue}術{white}が異なります。説明文で
18,text,8,何が回復できるか確認しましょう。
19,title,,状態異常・毒
19,text,0,icon_poison{blue}毒{white}
19,text,1,ＨＰが徐々に減少します。
19,text,2,最大ＨＰが高ければ高いほど
19,text,3,減少する値が大きくなります。
19,text,4,ＨＰの減少は１で止まり、
19,text,5,戦闘不能になることはありません。
19,text,6,一定時間経過で回復します。
20,title,,状態異常・衰弱
20,text,0,icon_weak{blue}衰弱{white}
20,text,1,ＴＰが徐々に減少します。
20,text,2,最大ＴＰが高ければ高いほど
20,text,3,減少する値が大きくなります。
20,text,4,一定時間経過で回復します。
21,title,,状態異常・麻痺
21,text,0,{icon:0x0983}{blue}麻痺{white}
21,text,1,攻撃時に高い確率で
21,text,2,強制的に攻撃が中断されます。
21,text,3,　
21,text,4,また攻撃を受けた際に
21,text,5,気絶する確率が
21,text,6,通常よりも高くなります。
21,text,7,一定時間経過で回復します。
22,title,,状態異常・恐怖
22,text,0,icon_paralysis{blue}恐怖{white}
22,text,1,術技が使用できなくなります。
22,text,2,また、通常攻撃も続けて
22,text,3,出すことができなくなり
22,text,4,連続攻撃を行えなくなります。
22,text,5,一定時間経過で回復します。
23,title,,状態異常・石化
23,text,0,icon_fear{blue}石化{white}
23,text,1,移動や攻撃など
23,text,2,全ての行動が行えなくなります。
23,text,3,　
23,text,4,一定時間経過で回復せず、
23,text,5,戦闘に参加している
23,text,6,キャラクター全員が石化すると
23,text,7,ゲームオーバーとなります。
24,title,,状態変化１
24,text,0,icon_patk{blue}物理攻撃力の変化{white}
24,text,1,物理攻撃力が上昇・下降します。
24,text,2,　
24,text,3,icon_pdef{blue}物理防御力の変化{white}
24,text,4,物理防御力が上昇・下降します。
25,title,,状態変化２
25,text,0,icon_aatk{blue}術攻撃力の変化{white}
25,text,1,術攻撃力が上昇・下降します。
25,text,2,　
25,text,3,icon_adef{blue}術防御力の変化{white}
25,text,4,術防御力が上昇・下降します。
26,title,,属性
26,text,0,{blue}術技{white}や武器の特性として
26,text,1,{blue}属性{white}が付加されるものがあります。
26,text,2,{blue}属性{white}はそれが弱点であったり、
26,text,3,耐性をもっていたりすると、
26,text,4,威力が大きく異なってきます。
26,text,5,敵の{blue}属性{white}を知ることで
26,text,6,どの攻撃が有効か、
26,text,7,どういう装備にすれば
26,text,8,効果が高いかがわかります。
27,title,,属性の種類
27,text,0,{blue}属性{white}は全部で７種類あります。
27,text,1,　
27,text,2,icon_fire{blue}火属性{white}
27,text,3,icon_earth{blue}地属性{white}
27,text,4,icon_wind{blue}風属性{white}
27,text,5,icon_water{blue}水属性{white}
27,text,6,icon_lightning{blue}雷属性{white}
27,text,7,icon_light{blue}光属性{white}
27,text,8,icon_dark{blue}闇属性{white}
28,title,,コンウェイの天術
28,text,0,戦闘中、ファイアボールなど
28,text,1,敵の天術でコンウェイが
28,text,2,攻撃を受けると
28,text,3,コンウェイ自身がその天術を学習し
28,text,4,使うことができるようになります。
28,text,5,　
28,text,6,覚えたタイミングで画面上部に
28,text,7,メッセージが表示されるので既に
28,text,8,使えるものかどうか区別がつきます。
29,title,,取得経験値
29,text,0,戦闘に参加している
29,text,1,メインパーティーのキャラクターは
29,text,2,全員同じ経験値を入手できますが
29,text,3,サブパーティーのキャラクターは
29,text,4,70%の経験値しか得られません。
29,text,5,　
29,text,6,戦闘不能になると
29,text,7,メイン・サブに関わらず
29,text,8,経験値が入手できなくなります。
30,title,,戦闘設定・作戦
30,text,0,{blue}作戦{white}は戦闘中、味方がどのように
30,text,1,行動するかを設定するものです。
30,text,2,　
30,text,3,{blue}基本行動{white}と{blue}優先行動{white}の２種類があり
30,text,4,{blue}基本行動{white}の指針をもとに
30,text,5,{blue}優先行動{white}で選択されている行動を
30,text,6,行います。
31,title,,作戦・優先行動１
31,text,0,{blue}優先行動{white}は全部で10コ設定可能です。
31,text,1,上部に設定しているほど
31,text,2,実行される可能性があがり、
31,text,3,startで「確定実行」を
31,text,4,設定することで条件を満たした場合
31,text,5,必ずその行動を
31,text,6,実行するようになります。
32,title,,作戦・優先行動２
32,text,0,{blue}優先行動{white}は「優先行動」
32,text,1,「対象条件」「自分条件」の
32,text,2,３つの項目を設定すると
32,text,3,最も左にある順番を示す数字が
32,text,4,白く光ります。
32,text,5,　
32,text,6,この数字が光っていれば{blue}優先行動{white}が
32,text,7,有効になっており、灰色のままだと
32,text,8,設定されていない状態になります。
33,title,,戦闘設定・隊列
33,text,0,{blue}隊列{white}は敵との距離の取り方、
33,text,1,立ち位置を設定するものです。
33,text,2,　
33,text,3,前列に設定すれば近距離系の攻撃を
33,text,4,使用しやすくなり、
33,text,5,後列に設定すると、敵と距離を取り
33,text,6,中・遠距離系の攻撃、術技を
33,text,7,より使用するようになります。
34,title,,術技の命令使用設定
34,text,0,{blue}術技使用画面{white}で任意の術技に
34,text,1,カーソルをあわせstartを押すと
34,text,2,{blue}命令使用{white}の設定ができます。
34,text,3,{blue}命令使用{white}を設定すると術技名が
34,text,4,touchと表記された枠で囲まれます。
34,text,5,戦闘中にキャラクターの顔を
34,text,6,タッチすることで設定した術技を
34,text,7,使用させることが可能です。
35,title,,スタイル１
35,text,0,{blue}スタイル{white}では{blue}アビリティ{white}を取得し、
35,text,1,セットすることによりキャラクターを
35,text,2,強化することができます。
35,text,3,(戦闘中のみ効果を発揮します)
35,text,4,　
35,text,5,{blue}アビリティ{white}はシナリオの進行や
35,text,6,称号の入手に応じて
35,text,7,取得可能なものが増えていきます。
36,title,,スタイル２
36,text,0,{blue}アビリティ{white}を取得する際に{blue}AP{white}を
36,text,1,消費します。{blue}AP{white}は敵を倒すことで
36,text,2,獲得することができます。
36,text,3,　
36,text,4,{blue}アビリティ{white}を取得しても
36,text,5,セットしないと効果を発揮しません。
36,text,6,{blue}アビリティ{white}をいくつセットできるかは
36,text,7,キャラクターごとの{blue}キャパシティ{white}の
36,text,8,最大数によって変わります。
37,title,,スタイル３
37,text,0,{blue}アビリティ{white}ごとに{blue}キャパシティ{white}を
37,text,1,いくつ消費するかの
37,text,2,{blue}コスト{white}が決まっています。
37,text,3,{blue}キャパシティ{white}が足りなくなるまで
37,text,4,{blue}アビリティ{white}をセットできます。
37,text,5,　
37,text,6,{blue}キャパシティ{white}を増やすには
37,text,7,{blue}スタイル画面{white}で{blue}キャパシティアップ{white}を
37,text,8,取得する必要があります。
38,title,,怒り攻撃
38,text,0,敵を攻撃していると、敵が赤く光り
38,text,1,攻撃してくることがあります。
38,text,2,これを「怒り攻撃」と呼びます。
38,text,3,　
38,text,4,怒り攻撃中は敵が仰け反らなくなり、
38,text,5,怒り攻撃を阻止するには後述の
38,text,6,{blue}ガードカウンター{white}を
38,text,7,行う必要があります。
39,title,,ガードカウンター
39,text,0,敵の怒り攻撃中にタイミングよく
39,text,1,{remap_square}を押すことによって、
39,text,2,{blue}ガードカウンター{white}を発動できます。
39,text,3,　
39,text,4,{blue}ガードカウンター{white}によって
39,text,5,怒り攻撃を無効化し、
39,text,6,技連携中であれば継続して
39,text,7,技連携を重ねることができます。
40,title,,レイヴシステム１
40,text,0,
40,text,1,{blue}レイヴゲージ{white}を溜めることで
40,text,2,専用のアビリティ効果が発動します。
40,text,3,これをレイヴアビリティと呼びます。
40,text,4,　
40,text,5,{blue}レイヴゲージ{white}は戦闘中
40,text,6,パーティー内の勢いを表しています。
41,title,,レイヴシステム２
41,text,0,{blue}レイヴゲージ{white}は
41,text,1,敵に攻撃を当てると溜まり、
41,text,2,敵から攻撃を受けると減ります。
41,text,3,　
41,text,4,また、{blue}ガードカウンター{white}を
41,text,5,成功させると{blue}レイヴゲージ{white}の
41,text,6,周囲が光り一定時間{blue}レイヴゲージ{white}が
41,text,7,増加しやすくなります。
42,title,,レイヴシステム３
42,text,0,{blue}レイヴゲージ{white}は時間経過とともに
42,text,1,減っていきます。
42,text,2,パーティー内に状態異常や
42,text,3,マイナスの状態変化、
42,text,4,戦闘不能のキャラクターがいる場合は
42,text,5,ゲージの減少がさらに早まります。
42,text,6,　
42,text,7,うまく立ちまわってゲージの
42,text,8,溜まり具合を維持しましょう。
43,title,,レイヴアビリティ
43,text,0,{blue}レイヴアビリティ{white}は
43,text,1,メニュー画面内のレイヴから
43,text,2,セットすることが可能です。
43,text,3,　
43,text,4,入手していない{blue}レイヴアビリティ{white}は
43,text,5,各タウンにあるグレードショップで
43,text,6,グレードポイントと
43,text,7,交換することができます。
44,title,,レイヴアビリティLV1
44,text,0,{blue}レイヴアビリティ{white}にはそれぞれ
44,text,1,レベルが存在しています。
44,text,2,同じ{blue}レイヴアビリティ{white}でも
44,text,3,よりレベルの高いものが
44,text,4,良い効果を発揮します。
44,text,5,　
44,text,6,また、同じ種類のアビリティを
44,text,7,レベルが違うからといって
44,text,8,複数セットすることはできません。
45,title,,レイヴアビリティLV2
45,text,0,レベル２以上の{blue}レイヴアビリティ{white}は
45,text,1,より{blue}レイヴゲージ{white}を溜めることに
45,text,2,よって効果を発揮します。
45,text,3,　
45,text,4,{blue}レイヴゲージ{white}の溜まり具合により、
45,text,5,ゲージの色が変わり、また
45,text,6,効果を発揮しているアビリティは
45,text,7,アイコンが点灯しますので
45,text,8,ゲージ維持の目安にしましょう。
46,title,,オーバーリミッツ
46,text,0,
46,text,1,　　{blue}オーバーリミッツ(OVL)ゲージ{white}が
46,text,2,　　溜まると、{remap_l1}で
46,text,3,　　{blue}オーバーリミッツ{white}が
46,text,4,発動できます。
46,text,5,{blue}オーバーリミッツ{white}を発動すると
46,text,6,マイナス状態異常・変化の解除、
46,text,7,パラメータアップや詠唱時間の短縮
46,text,8,など、プラスの効果が得られます。
47,title,,秘奥義
47,text,0,オーバーリミッツ中に、{remap_l1}で
47,text,1,{blue}秘奥義開始技{white}を繰り出し、敵に
47,text,2,当てると、{blue}秘奥義{white}が発動します。
47,text,3,　
47,text,4,レイヴゲージの溜まり具合に応じて
47,text,5,{blue}秘奥義{white}の威力が上がりますが、
47,text,6,秘奥義発動後はレイヴゲージが
47,text,7,リセットされます。
48,title,,第二秘奥義
48,text,0,スタイルのアビリティ
48,text,1,「スペシャル」を装備することで
48,text,2,第二秘奥義が使用できます。
48,text,3,　
48,text,4,属性や効果範囲、威力が異なるので
48,text,5,状況に応じて
48,text,6,使い分けてみましょう。
49,title,,料理の基本１
49,text,0,レシピを取得し、
49,text,1,必要な食材を持っていると
49,text,2,{blue}料理{white}を作ることができます。
49,text,3,使った食材はなくなります。
49,text,4,　
49,text,5,{blue}料理{white}はHPを回復したり、攻撃力を
49,text,6,上昇させたり、スタイルの
49,text,7,アビリティ効果を得たりと
49,text,8,様々な効果があります。
50,title,,料理の基本２
50,text,0,一度、{blue}料理{white}を作ると満腹になり
50,text,1,戦闘をするか、宿に泊まるまで
50,text,2,再び作ることができません。
50,text,3,　
50,text,4,キャラクターごとに好き嫌いがあり
50,text,5,好きな料理だと効果が上がり、
50,text,6,嫌いな料理だと効果が下がります。
51,title,,料理の基本３
51,text,0,{blue}料理{white}を作る際に
51,text,1,誰が作るのかを選択できます。
51,text,2,　
51,text,3,キャラクターによって{blue}料理{white}の
51,text,4,得意、不得意があり
51,text,5,成功する確率も変わります。
52,title,,料理LV
52,text,0,作った{blue}料理{white}に応じて
52,text,1,{blue}料理LV{white}が上がっていきます。
52,text,2,　
52,text,3,{blue}料理LV{white}が上がると
52,text,4,{blue}料理{white}が成功しやすくなります。
52,text,5,また、レシピに応じて目安となる
52,text,6,{blue}料理LV{white}が決まっていますので
52,text,7,作る{blue}料理{white}の参考にしてください。
53,title,,料理のショートカット
53,text,0,戦闘前にあらかじめ、dpad_udpad_ddpad_ldpad_rに
53,text,1,{blue}料理{white}をセットしておくことで、
53,text,2,戦闘終了時にdpad＋{icon:0x0206}で
53,text,3,簡単に{blue}料理{white}を実行できます。
53,text,4,　
53,text,5,戦闘で消耗した際に
53,text,6,簡単に回復できるので便利です。
