"#","Japanese","English"
"191","オワゾー","Oiseau"
"192","エール","Coq"
"193","サングリエ","Sanglier"
"194","ディノソル","Dinosaure"
"195","マッキア・チンクエ","Macchia Cinquo"
"196","オワゾーデレジャンド","Oiseau Legendaire"
"197","テタール","Tetard"
"198","グルヌイユ","Grenouille"
"199","ミヌレ","Helmet Crab"
"200","シレーヌ","Sirène"
"201","マッキア・グランデ","Macchia Grande"
"202","マッキア・デロワ","Macchia Deloitte"
"203","ガルグイユ","Gargouille"
"204","カダヴル","Cadavre"
"205","スクレット","Squelette"
"206","コシュマール","Cauchemar"
"207","マッキア・ディエーチ","Macchia Diechi"
"208","マッキア・ヴェンティ","Macchia Venti"
"209","ネガスィオンデリス","Negucion de Rose"
"210","コルヌ","Tortue Corne"
"211","ラパン","Lapin"
"212","ルー","Loup"
"213","コチネレ","Coccinelle"
"214","ベートデアンシャン","Ancienne Bete"
"215","オンブル","Ombre"
"216","マッキア・ドゥーエ","Macchia Due"
"217","ソルダ","Soldat"
"218","ティラール","Tireur"
"219","ゲリエ","Guerrier"
"220","メサジェデシエル","Messager du Ciel"
"221","アンセクト","Insecte"
"222","トレゾール","Faux Tresor"
"223","マッキア・トレ","Macchia Tre"
"224","マッキア・トレンタ","Macchia Trente"
"225","シュバリエ","Chevalier"
"226","ロテュスデリュイーヌ","Lotus De Ruine"
"227","狙撃手","Sniper"
"228","ネガスィオンデリス","Negucion de Rose"
"229","トルチュ","Tortue"
"230","アンジュ","Ange"
"231","アンジュ","Ange"
"232","アンジュ","Ange"
"233","ルカ","Ruca"
"234","ルカ","Ruca"
"235","ルカ","Ruca"
"236","オタオタＲ","Polwigle R"
"237","バサバサＲ","Rustlet R"
"238","ラビラビＲ","Honey Bunny R"
"239","ソルジャーＲ","Soldier R"
"240","ウィザードＲ","Wizard R"
"241","ウルフＲ","Wolf R"
"242","ガードハウンドＲ","Guard Dog R"
"243","ガルムウルフＲ","Garm Wolf R"
"244","ビッグバットＲ","Big Bat R"
"245","ゴーレムＲ","Golem R"
"246","ウパルパＲ","Roxolotl R"
"247","シロゲコＲ","White Ribbit R"
"248","ゲコゲコＲ","Ribbit R"
"249","ビーＲ","Giant Bee R"
"250","ウッズワームＲ","Wood Worms R"
"251","ホークアイＲ","Hawkeye R"
"252","アックスビークＲ","Axe Beak R"
"253","エッグベアＲ","Egg Bear R"
"254","ファンガスＲ","Fangus R"
"255","スケルトンＲ","Skeleton R"
"256","マミーＲ","Mummy R"
"257","メルティングポットＲ","Melting Pot R"
"258","オレンジグローブＲ","Boxwood R"
"259","エメラルドビートルＲ","Emerald Beetle R"
"260","フラワーパターンＲ","Bloomshell Beetle R"
"261","ラーヴァゴーレムＲ","Lava Golem R"
"262","ファイア・ソウルＲ","Fire Animos R"
"263","サラマンダーＲ","Salamander R"
"264","ガルポオオトカゲＲ","Galpos Varan R"
"265","キングクラブＲ","King Crab R"
"266","タランチュラＲ","Tarantula R"
"267","キラービーＲ","Killer Bee R"
"268","ボアＲ","Boar R"
"269","コカトリスＲ","Cockatrice R"
"270","トサゲコＲ","Rabid Ribbit R"
"271","ドレイクＲ","Drake R"
"272","アースドラコＲ","Earth Drake R"
"273","グレイブトータスＲ","Grisly Tortoise R"
"274","ロックトータスＲ","Rock Tortoise R"
"275","アシハラウサギＲ","Ashihara Rabbit R"
"276","トビネズミＲ","Skipping Rat R"
"277","ドードーＲ","Dodo R"
"278","ハチェットビーグＲ","Hatchet Beak R"
"279","バジリスクＲ","Basilisk R"
"280","ライノッサスＲ","Rhinoceros R"
"281","アーマードボアＲ","Armored Boar R"
"282","アラクネーＲ","Arachnid R"
"283","アイス・ソウルＲ","Ice Animos R"
"284","ライト・ソウルＲ","Light Animos R"
"285","キラータイガーＲ","Bearlion R"
"286","ディープダイバーＲ","Deep Diver R"
"287","チャンピオン","Champion"
"288","グラップラワーＲ","Boxer Iris R"
"289","ガーゴイルＲ","Gargoyle R"
"290","ボーンヘッドＲ","Bonehead R"
"291","ポルターガイストＲ","Poltergeist R"
"292","エンシェントソウルＲ","Ancient Soul R"
"293","ゾンビＲ","Zombie R"
"294","リビングデッドＲ","Living Dead R"
"295","ネペンテスＲ","Nepenthes R"
"296","グローリーポットＲ","Glory Pot R"
"297","フロストジャイアントＲ","Frost Giant R"
"298","ドラゴンテールＲ","Dragontail R"
"299","アクアレックスＲ","Hydrosaur R"
"300","ハイランダーＲ","Highlander R"
"301","コープスレギオン","Corpse Legion"
"302","ミラ","Milla"
"303","ヒスイ","Hisui"
"304","コハク","Kohaku"
"305","アルベール","Albert"
"306","テノスアサルトＲ","Tenos Breacher R"
"307","テノスシューターＲ","Tenos Shooter R"
"308","テノスソルジャーＲ","Tenos Soldier R"
"309","シアン","Sian"
"310","ケル","Cer"
"311","ベロ","Bero"
"312","チトセ","Chitose"
"313","ハスタ","Hasta"
"314","ガードル","Gardle"
