"#","Japanese","English"
"228","アブラプトエンド","Abrupt End"
"229","",""
"230","冥光襲烈閃","Chiaroscuro Wave"
"231","冥光襲烈陣","Chiaroscuro Union"
"232","",""
"233","瞬迅月華衝","Blinking Lunar Tempest"
"234","紅蓮襲爪刃","Hell Pyre Fang"
"235","紅蓮瞬迅衝","Blinking Hell Pyre"
"236","魔王界滅刃","Demon Worldslayer"
"237","",""
"238","",""
"239","シャドーネイル","Shadow Nails"
"240","スキャッター","Scatter"
"241","",""
"242","",""
"243","",""
"244","ベノムガッシュ","Venom Gouge"
"245","",""
"246","",""
"247","",""
"248","",""
"249","",""
"250","アースウェイブ","Earth Wave"
"251","",""
"252","アースウォール","Earth Wall"
"253","",""
"254","",""
"255","",""
"256","",""
"257","",""
"258","",""
"259","スクリューハンマー","Screw Hammer"
"260","フレアボム","Flare Bomb"
"261","マーシレスハント","Merciless Hunt"
"262","瞬迅槍","Sonic Spear"
"263","光波刃","Platinum Edge"
"264","牙突衝","Fang Rush"
"265","空襲刃","Diving Dragon"
"266","聖煌輪","Twinkling Halo"
"267","牙突飛燕衝","Force Fang"
"268","光波連刃","Platinum Hail"
"269","空襲閃光翔","Dragon Force"
"270","守護方陣","Guardian Field"
"271","崩龍斬光刃","Dragon Shine"
"272","天翔光波刃","Heavenly Platinum Edge"
"273","魔神剣","Demon Fang"
"274","瞬迅衝","Sonic Shock"
"275","崩襲剣","Demolishing Thrust"
"276","真空破斬","Void Tempest"
"277","爆炎剣","Hell Sword"
"278","裂空斬","Tempest Strike"
"279","轟衝破斬","Fissure Sweep"
"280","鳳凰天駆","Rising Phoenix"
"281","紅蓮剣","Hell Pyre"
"282","魔王炎撃破","Infernal Torrent"
"283","烈火爆炎走","Pyro Blitz"
"284","熱波旋風陣","Searing Gale"
"285","鳳凰天翔駆","Razing Phoenix"
"286","魔王爆炎槍","Infernal Spear"
